Mstr Cust Acct Cd,Acs Cust Acct Cd,Customer Name,Cust Status Cd
X5FAI,X5FAI,FRANCO APPAREL INC,I
X5FASH,X5FASH,FASHION TRAVELWARES.COM,I
X5FFIL,X5FFIL,FORTUNE FOOTWEAR INC LLC,I
X5FLSL,X5FLSL,FLEET STREET LTD,I
X5FMC,X5FMC,FMC CORPORATION,I
X5FMFG,X5FMFG,FRANCO MANUFACTURING CO. INC,I
X5FOIN,X5FOIN,FOCUS INDUSTRIES,I
X5FOME,X5FOME,FINE ARTS,I
X5FORE,X5FORE,FORESTON TRENDS,I
X5FORT,X5FORT,"FORTUNE SWIMWEAR,LLC",I
X5FOST,X5FOST,FOSTEX AMERICA,I
X5FOUR,X5FOUR,IMPORTS BY FOUR HANDS,I
X5FPGL,X5FPGL,FOCUS PRODUCTS GROUP LLC,I
X5FSGM,X5FSGM,FOUR SEASONS GENERAL MERCHANDISE,I
X5FTLL,X5FTLL,FASHION TREND LLC,I
X5FUNS,X5FUNS,FUN SOURCE L.L.C.,I
X5FURN,X5FURN,FURNITRADE,I
X5F50,X5F50,"F-50,LLC",I
X5GAB,X5GAB,GOLF APPAREL BRANDS INC,I
X5GAG,X5GAG,GARCIA GROUP,I
X5GAI,X5GAI,GRENAUTOMOTIVE INC,I
X5GALL,X5GALL,GALLANT BELT,I
X5GBC,X5GBC,GENERAL BINDING CORPORATION(GBC),I
X5GCAI,X5GCAI,GC AMERICA INC,I
X5GENT,X5GENT,GEN TEK TECHNOLOGY PVT LTD,I
X5GEOR,X5GEOR,MR GEORGE SCHNEIDER,I
X5GETH,X5GETH,GENLYTE/THOMAS,I
X5GFT,X5GFT,GLOBAL FINANCE AND TRADE,I
X5GHIC,X5GHIC,GOOD HOPE INTERNATIONAL CORP,I
X5GIC,X5GIC,GRACEY INSTRUMENT COMPANY,I
X5GII,X5GII,GLOBAL IMPORTING INC,I
X5GJET,X5GJET,GJETSON LLC,I
X5GLOB,X5GLOB,"GILMER GROUP,INC DBA GLOBAL BAG & BOX",I
X5GLT,X5GLT,GLT INC,I
X5GOLD,X5GOLD,GOLDEN TOUCH IMPORTS,I
X5GOOD,X5GOOD,GOODING RUBBER,I
X5GPL,X5GPL,GREG PETERS LTD,I
X5GRAY,X5GRAY,GRAY INTERNATIONAL,I
X5GRID,X5GRID,DO NOT USE,I
X5GTA,X5GTA,"GTA,INC",I
X5GTWP,X5GTWP,G & T WOOD PRODUCTS INC,I
X5G21,X5G21,GENERATION 21,I
X5HADD,X5HADD,HADDAD APPAREL GROUP LTD.,I
X5HAGE,X5HAGE,ENCON SAFETY PRODUCTS,I
X5HAIL,X5HAIL,HADDAD ACCESSORIES INDUSTRIES LTD,I
X5HAL,X5HAL,HITACHI AMERICA LTD,I
X5HALM,X5HALM,HALMODE APPAREL INC,I
X5HAME,X5HAME,"THE HADDAD APPAREL GROUP, LTD. (MEXICO)",I
X5HARP,X5HARP,HARPER INC,I
X5HASB,X5HASB,HASBRO CANADA CORPORATION,I
X5HEAT,X5HEAT,"HEAT FACTORY, INC.",I
X5HECN,X5HECN,HECNY TRANSPORTATION,I
X5HERI,X5HERI,HERITAGE LOGISTICS,I
X5HETL,X5HETL,HENRY TECHNOLOGIES LTD.,I
X5HFII,X5HFII,HENREDON FURNITURE INDUSTRIES INC.,I
X5HHMF,X5HHMF,HIRED HAND MFG,I
X5HICO,X5HICO,HICO FLEX,I
X5HIFF,X5HIFF,HI FASHION FABRICS,I
X5HII,X5HII,"HYTEX INDUSTRIES INC.,",I
X5HKF,X5HKF,HKF INDUSTRIES,I
X5HNHI,X5HNHI,HEWITT AND HOWE INTERNATIONAL,I
X5HOMI,X5HOMI,HOMIER,I
X5HOTS,X5HOTS,HOT SOX,I
X5HRSL,X5HRSL,"HI-ROLLERS SPORTSWEAR,LTD,DIV E S SUTTON",I
X5HTAC,X5HTAC,HONDA TRADING,I
X5ICC,X5ICC,INTERNATIONAL CULINARY CONSULTANTS,I
X5ICE,X5ICE,ICE DESIGN FACTORY,I
X5ICI,X5ICI,"ISFEL CO.,INC.",I
X5ICIC,X5ICIC,I.C. ISAACS AND COMPANY,I
X5IDC,X5IDC,IMPACT DESIGN CO,I
X5IEZU,X5IEZU,INTERNATIONAL E Z UP INC,I
X5IFGC,X5IFGC,IFG CORP.,I
X5IFI,X5IFI,"TLR (TOTAL LOGISTICS RESOURCE,INC)",I
X5IGTP,X5IGTP,IDEA GROUP/TAYMAR PLASTICS,I
X5ILUM,X5ILUM,ILLUMINATIONS,I
X5IMPO,X5IMPO,IMPORT PARTNERS,I
X5IMTR,X5IMTR,"IMT RECORDS,INC",I
X5INAS,X5INAS,INTER AMERICA SOURCING,I
X5INEC,X5INEC,INTERNATIONAL ENGINEERED COMPONENTS,I
X5INFG,X5INFG,THE ISAMU NOGUCHI FOUNDATION AND GARDEN MUSEUM,I
X5INPR,X5INPR,INPRIVATE,I
X5INTC,X5INTC,INTERNATIONAL TRADING CONCEPT,I
X5INTE,X5INTE,INTERNATIONAL IMPORTERS,I
X5IN2,X5IN2,IVAN COHEN COMPANY,I
X5IPS,X5IPS,IPS-INTERNET PACKAGING SOLUTIONS,I
X5ISI,X5ISI,ICEBOX-SCOOPS INC,I
X5ISLA,X5ISLA,ISLAND IMPORTS INC DBA CHRISTIAN LIVINGSTON,I
X5ITCO,X5ITCO,INTERNATIONAL TRADING CONCEPT,I
X5JACK,X5JACK,JACKEL INC.,I
X5JAY,X5JAY,JAYDAY INC,I
X5JBS,X5JBS,JBS LIMITED,I
X5JEEP,X5JEEP,THE JEEPSTERMAN INC,I
X5JII,X5JII,JEETISH IMPORTS INC,I
X5JJB,X5JJB,J.J.BASICS,I
X5JLHD,X5JLHD,JACOBS & LESLIE HSU DESIGNS LLC,I
X5JMC,X5JMC,J. MARCO CATALOG,I
X5JRII,X5JRII,J & R IMEX INC.,I
X5JRSC,X5JRSC,THE JUDITH ROTH STUDIO COLLECTION,I
X5JUVE,X5JUVE,JUVENS INC,I
X5JWPC,X5JWPC,"J.W. PET COMPANY,INC.",I
X5JYWA,X5JYWA,JANE YOO WERABLE ART INC,I
X5KAS,X5KAS,KAS ORIENTAL RUGS,I
X5KASC,X5KASC,KASCORP INC.,I
X5KAUF,X5KAUF,KAUFHAUS MARTIN STOLZ GMBH,I
X5KBL,X5KBL,KBL GROUP INTERNATIONAL LTD,I
X5KCL,X5KCL,KESCO CONTAINER LINE,I
X5KEFA,X5KEFA,KEF AMERICA,I
X5KELI,X5KELI,KEL INSTRUMENTS,I
X5KELL,X5KELL,KELLWOOD DISTRIBUTION,I
X5KEMP,X5KEMP,KEMPRA LTD,I
X5KENL,X5KENL,"KENTECH LABS, INC.",I
X5KENT,X5KENT,KENT INTERNATIONAL,I
X5KHP,X5KHP,KAY HOME PRODUCTS,I
X5KIDS,X5KIDS,KIDSMED,I
X5KIME,X5KIME,KI MEMORIES,I
X5KITC,X5KITC,KITCHENS OF THE OCEANS(THAILAND)LTD,I
X5KMPI,X5KMPI,KONICA MINOLTA PHOTO IMAGING,I
X5KNIG,X5KNIG,KNIGHT ELECTRONICS,I
X5KURT,X5KURT,KURT S ADLER INC,I
X5KZCO,X5KZCO,"KZCO, INC.",I
X5LAND,X5LAND,LANDMARK INTERNATIONAL,I
X5LAPI,X5LAPI,LAWSON PRODUCTS INC.,I
X5LEE,X5LEE,LEE WORLD,I
X5LEMV,X5LEMV,LES MACHINERIES VERVILLE,I
X5LFFI,X5LFFI,LIZARRAGA FREIGHT FORWARDING INC,I
X5LIZC,X5LIZC,"LIC CLAIRBORNE, INC, CORP HQ",I
X5LJC,X5LJC,"LJC AUTOMOTIVE,LLC",I
X5LMRI,X5LMRI,"LYNX METALS & RESOURCES, INC.",I
X5LOLL,X5LOLL,LOLLYTOGS LTD,I
X5LOWR,X5LOWR,LOWRIE & CO./MEDICAL RESOURCES,I
X5LRKS,X5LRKS,LIQUID RUBBER KOREA & SUKOMU,I
X5LUIN,X5LUIN,LUND INTERNATIONAL,I
X5LUX,X5LUX,LUX INDUSTRIES,I
X5LWP,X5LWP,LYON WORKSPACE PRODUCTS,I
X5MABE,X5MABE,MADISON'S BEST LLC,I
X5MAC,X5MAC,MAMIYA AMERICAN CORP,I
X5MACE,X5MACE,MAC ENTERPPRISES,I
X5MADA,X5MADA,MADAMI INTERNATIONAL,I
X5MADI,X5MADI,"MADICO, INC.",I
X5MAII,X5MAII,"MEIDCAL ACTION INDUSTRIES,INC",I
X5MARK,X5MARK,MARKIVAUTO,I
X5MARU,X5MARU,MARUBENI,I
X5MAS,X5MAS,"MAS RESOURCE GROUP,INC",I
X5MAST,X5MAST,MASTERPIECE INTERNATIONAL,I
X5MATC,X5MATC,MARBLE & TILE COLLECTION,I
X5MCCA,X5MCCA,MCCANN BROTHERS,I
X5MEAD,X5MEAD,MEADWESTVACO - CONSUMER SOLUTIONS GROUP (CSG),I
X5MESC,X5MESC,MYCONE DENTAL SUPPLY CO INC,I
X5MGCI,X5MGCI,"MG CONCEPTS,INC.",I
X5MHF,X5MHF,MORRIS HOME FURNISHINGS,I
X5MHII,X5MHII,MODERN HOUSEWARE IMPORTS INC.,I
X5MIER,X5MIER,MIER PEARL,I
X5MILL,X5MILL,"L & F USA INC(FORMERLY KNOWN AS MILLWORK TRADING CO,LTD)",I
X5MINA,X5MINA,MINAGRATEX CORPORATION,I
X5MIRA,X5MIRA,MIRANDA TRADING CO.,I
X5MITS,X5MITS,MITSUI FOODS,I
X5MKTM,X5MKTM,"MKTM,INC DBA MORTY THE KNIFE MAN",I
X5MLM,X5MLM,MLM GROUUP INC,I
X5MMAC,X5MMAC,MIDWEST MODEL AIRCRAFT CO,I
X5MMGP,X5MMGP,"MACY'S MERCHANDISING GROUP, LLC",I
X5MOND,X5MOND,MONDANI HANDBAGS,I
X5MPCI,X5MPCI,"MIDWEST PRODUCTS CO.,INC.",I
X5MSPI,X5MSPI,MOTION SPECIALIST INTERNAITONAL,I
X5MSTI,X5MSTI,DOLCE VITA INTIMATES LLC,I
X5MUDL,X5MUDL,MUDLARK,I
X5MUFA,X5MUFA,MUSCLE FACTORY,I
X5MUST,X5MUST,MUSTEK INC,I
X5NAC,X5NAC,NISSHINBO AUTOMOTIVE CORP. (NAC),I
X5NASI,X5NASI,NORTH AMERICAN SUNSHINE INTL TRADING,I
X5NAUT,X5NAUT,NAUTILUS SCHWINN INC,I
X5NBAL,X5NBAL,"NEW BALANCE ATHLETIC SHOE,INC",I
X5NBSI,X5NBSI,"NICK'S BUILDING SUPPLY, INC.",I
X5NEEM,X5NEEM,NEEMA CLOTHING,I
X5NFC,X5NFC,NINA FOOTWEAR CORP,I
X5NHT,X5NHT,NORDIC HOT TUBS,I
X5NKPC,X5NKPC,NATIONAL KEYSTONE PRODUCTS CO,I
X5NLI,X5NLI,"NORMAN LIBRETT,INC",A
X5NOBA,X5NOBA,NORTH BAY APPAREL LTD.,I
X5NOII,X5NOII,NOVUS INTERNATIONAL INC.C/O APL LOGISTICS QINGDAO BRANCH,I
X5NOMA,X5NOMA,NOMA CORPORATION,I
X5NORT,X5NORT,NORTON MCNAUGHTON OF SQUIRE INC,I
X5NOTE,X5NOTE,NORTHERN TOOL AND EQUIPMENT,I
X5NOZA,X5NOZA,NOZAWA PACKAGING,I
X5NSGI,X5NSGI,"NEXT STEP GROUP,INC",I
X5NSM,X5NSM,NORTHERN STATES METAL,I
X5NTL,X5NTL,NOUVETTE TRADING LIMITED,I
X5NTY,X5NTY,NTY INTERNATIONAL CORP,I
X5NYF,X5NYF,NEW YORK FIXTURE,I
X5OBI,X5OBI,OVER AND BACK INC,I
X5ONTA,X5ONTA,ON TARGET PROMOTIONS,I
X5ONTC,X5ONTC,OLD NORTHWEST TRADING CO.,I
X5ORIN,X5ORIN,"OCEANWIDE REPAIR,INC",I
X5OSH,X5OSH,OSHKOSH,I
X5PACS,X5PACS,PACIFIC SUNWEAR OF CALIFORNIA(PACSUN),I
X5PAI,X5PAI,POSITIVE ATTITUDE INC,I
X5PANA,X5PANA,PANASONIC INDUSTRIAL COMPANY,I
X5PANI,X5PANI,PANALPINA INC,I
X5PARA,X5PARA,PAR AIDE,I
X5PARR,X5PARR,PARRAGON UK C/O PARRAGON INC,I
X5PCCI,X5PCCI,"PUBLIC CLOTHING CO.,INC",I
X5PCE,X5PCE,PHILLIPS CONSUMER ELECTRONICS,I
X5PDI,X5PDI,"POWER DYNAMICS,INC.(PDI)",I
X5PEII,X5PEII,"PAPILLON EASTERN IMPORTS,INC.",I
X5PELA,X5PELA,PENTA LABS,I
X5PENT,X5PENT,PENTAIR WATER TREATMENT,I
X5PHI,X5PHI,P & H INDUSTRIES,I
X5PII,X5PII,"PORCELAIN INDUSRIES,INC",I
X5PMPR,X5PMPR,PRIDE MOBILITY PRODUCTS,I
X5PNKS,X5PNKS,PENNY AND KENNY SHOES LLC,I
X5POSI,X5POSI,"POSITECH INTERNATIONAL, INC",I
X5PPC,X5PPC,PROCESSED PLASTICS,I
X5PROI,X5PROI,PHOTOGRAPHIC RESEARCH ORG.INC,I
X5PROM,X5PROM,ITOCHU PROMINENT USA LLC,I
X5PROU,X5PROU,PROMOTIONS UNLIMITED,I
X5PSTE,X5PSTE,PASTERNACK ENTERPRISES,I
X5PTSI,X5PTSI,"PACIFIC TRI-STAR, INC.",I
X5PVHC,X5PVHC,PHILLIS-VAN HEUSEON CORPORATION,I
X5QEPC,X5QEPC,QUALITY ENGINEERING PROD.CORP,I
X5QKI,X5QKI,QUAKE KARE INC,I
X5QMI,X5QMI,QUALITY MARBLE IMPORTS,I
X5QSLV,X5QSLV,QUICK SILVER,I
X5QUEE,X5QUEE,QUEEN APPAREL,I
X5RAC,X5RAC,RUSH ACCESSORIES CORPORATION,I
X5RAFA,X5RAFA,"RAFAELLA,INC",I
X5RAG,X5RAG,ROUSSO APPAREL GROUP,I
X5RARE,X5RARE,RARE EDITIONS/CHILDREN'S DRESS COMPANY,I
X5RBI,X5RBI,RBI,I
X5RCCI,X5RCCI,RUBIES COSTUME CO.INC,I
X5RCNI,X5RCNI,"RECYCLING CONNECTIONS, INC",I
X5REDE,X5REDE,SYSTEMS USA LTD,I
X5REVU,X5REVU,"REVUE,LLC",I
X5RFC,X5RFC,RELIANT FOOTWEAR GROUP,I
X5RJE,X5RJE,R J ENTERPRISES,I
X5RMIG,X5RMIG,R.M.I. GLOBAL LOGISTICS,I
X5ROJD,X5ROJD,ROSS JOSEPH DESIGN COMPANY,I
X5RPL,X5RPL,REINER PRODUCTS LTD,I
X5RUSS,X5RUSS,RUSSIAN SOUVENIRS C/O ALLAN TAYLOR,I
X5RYAD,X5RYAD,"RYADON,INC",I
X5SAC,X5SAC,SEALED AIR CORPORATION,I
X5SAE,X5SAE,SAE MAGNETICS (H.K.)LTD.,I
X5SAFT,X5SAFT,SAFETY SYSTEMS INTERNATIONAL LLC,I
X5SAGA,X5SAGA,SAGA FASHION INC,I
X5SAME,X5SAME,SAMEK CORPORATION,I
X5SAMS,X5SAMS,"SAMSUNG AMERICA, INC.",I
X5SAN,X5SAN,SCHMIDT NORTH AMERICA,I
X5SCCA,X5SCCA,SONY CHEMICALS CORPORAION OF AMERICA,I
X5SCHE,X5SCHE,SCHERING PLOUGH,I
X5SCI,X5SCI,"STATEMENT CLOTHING,INC.",I
X5SCOA,X5SCOA,SOJITZ CORPORATION OF AMERICA,I
X5SCOI,X5SCOI,SIERRA COMMODITIES INC,I
X5SDS,X5SDS,SDS SPORTSWEAR,I
X5SEAG,X5SEAG,SEAGA,I
X5SECU,X5SECU,SECURMOUNT INC,I
X5SEII,X5SEII,ST. EVE INT'L. INC C/O RUSSELL NEWMAN INC,I
X5SEKA,X5SEKA,SEKAWAN COSMETICS,I
X5SESE,X5SESE,SEVENTEEN SECONDS LLC.,I
X5SFI,X5SFI,"SOUTHEASTERN FINDINGS,INC",I
X5SFK,X5SFK,SFK INTERNATIONAL,I
X5SFS,X5SFS,SANTA FE STONEWORKS,I
X5SGC,X5SGC,SUPERIOR GRAPHITE CO.,I
X5SHI,X5SHI,SAM HEE INTERNATIONAL,I
X5SHSA,X5SHSA,SHAH SAFARI,I
X5SIKO,X5SIKO,"M/S, SIKOVA ENTERPRISES LTD.",I
X5SIL,X5SIL,"SPIRIT IMPLEMENTS,LLC",I
X5SIND,X5SIND,S I INDUSTRIES,I
X5SISA,X5SISA,STATESIDE INTERNATIONAL SHIPPERS,I
X5SKA,X5SKA,SK ARENA,I
X5SKID,X5SKID,SCHOOL KIDZ,I
X5SKTC,X5SKTC,"SK TRADING CO.,LTD",I
X5SLII,X5SLII,"SMITH LOGISTICS INTERNATIONAL,INC",I
X5SMID,X5SMID,SEYMOUR MANN INCORPORATED,I
X5SMK,X5SMK,"SMK PACKAGING,INC.",I
X5SML,X5SML,SML SPORT,I
X5SMPI,X5SMPI,SONY MAGNETIC PRODUCTS INC. OF AMERICA,I
X5SNAP,X5SNAP,SNAP ON TOOLS OF CANADA,I
X5SOUR,X5SOUR,SOURCE INTERNATIONAL / C/O PMC LOGISTICS,I
X5SPAL,X5SPAL,SPAL USA,I
X5SPEE,X5SPEE,SPEED SOURCING,I
X5SPEL,X5SPEL,"SPORT-ELLE,INC",I
X5SPIT,X5SPIT,SPI INTERNATIONAL TRANSORTATION,I
X5SPP,X5SPP,SYNERGY PET PRODUCTS,I
X5SPRA,X5SPRA,SPRAY TEX INC,I
X5SRC,X5SRC,SEARS ROEBUCK & COMPANY,I
X5SSA,X5SSA,S.S. ADAMS,I
X5SSAN,X5SSAN,"SIX SIGMA APPAREL NETWORK,LLC",I
X5SSC,X5SSC,LTI HOLDINGS INC DBA BOYD CORP,I
X5SSCO,X5SSCO,STEIN SEAL CO.,I
X5SSII,X5SSII,SECURITY SOURCING INTERNAIONAL LLC,I
X5SST,X5SST,SOUND SOURCES TECHNOLOGY,I
X5SSTC,X5SSTC,SST CASTING INC.,I
X5SSUI,X5SSUI,SOUTHLAND STONE USA INC,I
X5STAE,X5STAE,STAEDTLER INC.,I
X5STAR,X5STAR,"STAR MICRONICS AMERICA,INC",I
X5STEP,X5STEP,"STEPAN PHILIPPINES, INC.",I
X5STHI,X5STHI,SOUTHCO INC.,I
X5STI,X5STI,SAND TECH INC,I
X5STRB,X5STRB,"STARBY, LLC",I
X5STSI,X5STSI,SHOWTECH STONE INC,I
X5STSP,X5STSP,STS POWER INC.,I
X5SUAI,X5SUAI,"SUPERIOR ABSORBENTS, INC.",I
X5SUFO,X5SUFO,SUCCESS FOUNDATION,I
X5SUN,X5SUN,SUNRIGHT INTERNATIONAL,I
X5SURI,X5SURI,"SURINA INDUSTRIES CO., LTD",I
X5SUSE,X5SUSE,SURE SEAL,I
X5SVA,X5SVA,SANDEN VENDO AMERICA,I
X5SWIE,X5SWIE,SHANGHAI WAVE IMP & EXP CORP LTD,I
X5SYDN,X5SYDN,SYDNI JORDAN INC,I
X5SYSC,X5SYSC,"ATL TECHNOLOGY, LC",I
X5TAGL,X5TAGL,THE APPAREL GROUP LTD,I
X5TAI,X5TAI,TOMEN AMERICA INC,I
X5TAKA,X5TAKA,TAKANE U.S.A.INC,I
X5TAMI,X5TAMI,TAMRAC INC,I
X5TART,X5TART,TARTE INC,I
X5TBL,X5TBL,THE TIMBERLAND COMPANY,I
X5TCLF,X5TCLF,THE CLEVER FACTORY,I
X5TCM,X5TCM,T.C. MILLWORKS,I
X5TCMI,X5TCMI,T.C. MILLWORKS,I
X5TDCC,X5TDCC,THE DOLL CASE COMPANY,I
X5TEAG,X5TEAG,TEA GROUP,I
X5TECH,X5TECH,"TECHNICAL INDUSTRIES, LLC",I
X5TERR,X5TERR,TERRASTAR INTERNATINAL & FITNESS ESSELTIALS,I
X5TGI,X5TGI,"TRINITY GROUP,INC DBA HELIX GROUP",I
X5THM,X5THM,TROIANI HISTORICAL MINIATURES,I
X5THRE,X5THRE,THINGS REMEMBERED,I
X5TICL,X5TICL,"THE ISFEL CO.,LTD.",I
X5TIG,X5TIG,THE INTECT GROUP,I
X5TKC,X5TKC,THE KERRY COLLECTION,I
X5TLI,X5TLI,TRANSAMERICA LOGISTIC INC,I
X5TMI,X5TMI,"TOWNECRAFT MARKETING,INC",I
X5TMIC,X5TMIC,THINK MATCH INTERNATIONAL INC,I
X5TMPI,X5TMPI,THE MINES PRESS INC,I
X5TNT,X5TNT,TNT FREIGHT MANAGEMENT USA INC,I
X5TNTI,X5TNTI,TEK NEK TOYS INTERNATIONAL L.P.,I
X5TOC,X5TOC,TOUCH OF CLASS,I
X5TOEC,X5TOEC,TENNESSEE OPERATIONS EASTMAN CHEMICAL COMPANY,I
X5TOMA,X5TOMA,TOMASCO MULCIBER,I
X5TOTE,X5TOTE,TOTES,I
X5TPMI,X5TPMI,"TARGET PROMOTIONS & MARKETING, INC.",I
X5TRAN,X5TRAN,TANSLINK SHIPPING INC,I
X5TRBI,X5TRBI,THE RUGGED BEAR INC,I
X5TRIC,X5TRIC,TEX-RAY INDUSTRIAL CO. LTD.,I
X5TRIS,X5TRIS,TRISTAR PRODUCTS INC,I
X5TROA,X5TROA,TREATY OAK,I
X5TRUH,X5TRUH,"TRUHEAT, INC",I
X5TURT,X5TURT,"TURTLE WAX,INC",I
X5T5SC,X5T5SC,THE 5 STORE CORP,I
X5UJI,X5UJI,UNITED JEANS INC,I
X5ULHS,X5ULHS,"UNIT LOAD HANDLING SYSTEMS,INC.",I
X5UMI,X5UMI,UNIVERSAL MATERIALS INC,I
X5UNIF,X5UNIF,UNIFORMS UNLIMITED,I
X5UNSO,X5UNSO,UNITED SORBENTS,I
X5URBA,X5URBA,URBAN OUTFITTERS,I
X5USC,X5USC,U S CASTINGS,I
X5USH,X5USH,US HANDBAGS (AKA SNAPTOTES),I
X5USSI,X5USSI,"UPS SUPPLY SOLUTIONS, INC",I
X5UTIC,X5UTIC,UTI-UNION TRANSPORT CORP.,I
X5UTSP,X5UTSP,UTSTARCOM PERSONAL COMMUNICATIONS,I
X5U4EA,X5U4EA,U4EA TECHNOLOGIES,I
X5VII,X5VII,VANDALE INDUSTRIES INC,I
X5VIPA,X5VIPA,VIPAC INC,I
X5VIRA,X5VIRA,VIRA INDUSTRIES INC,I
X5VLIC,X5VLIC,VALLEY LANE INDUSTRIES COMPANY,I
X5VLIN,X5VLIN,V.LINE FASHION INC,I
X5VPI,X5VPI,VINTAGE PARTS INC,I
X5WAW,X5WAW,W.A. WILSON,I
X5WBS,X5WBS,WORLD BEAUTY SUPPLY,I
X5WEAT,X5WEAT,WEATHERBY INC,I
X5WECO,X5WECO,WESTERBEKE CORPORATION,I
X5WEEK,X5WEEK,WEEKENDZ OFF,I
X5WERU,X5WERU,WESTERN RUBBER,I
X5WING,X5WING,WING ON WO & CO.,I
X5WINN,X5WINN,WINNER MERCHANT INTERNATIONAL L.P.,I
X5WLM,X5WLM,WORLD OF LEISURE MANUFACTURE,I
X5WLUC,X5WLUC,WINGS LOGISTICS USA CORP.,I
X5WOFI,X5WOFI,WOOD FLOORING INTERNATIONAL,I
X5WPE,X5WPE,"WORLDWIDE PACKAGE EXPRESS,INC.",I
X5WSI,X5WSI,WTC SERVICES INC,I
X5XIP,X5XIP,XEROX INTERNATIONAL PARTNERS,I
X5YAMA,X5YAMA,YAMATO TRANSPORT,I
X5YCCI,X5YCCI,YOUNIQUE CLOTHING COMPANY INC,I
X5YOUN,X5YOUN,"YOUNGBERG AND CO., INC.",I
X5YTAI,X5YTAI,YAGI TSUSHO(AMERICA) INC.,I
X5YUYU,X5YUYU,YU & YU CORPORATION,I
X5ZARA,X5ZARA,ZARALLO LLC,I
X5ZCOD,X5ZCOD,Z CODING,I
X5ZEND,X5ZEND,ZENDY,I
X5ZOOY,X5ZOOY,ZOO YORK,I
X5ZTEC,X5ZTEC,Z TECH INC. (DBA Z COIL FOOTWEAR),I
X5ZVL,X5ZVL,ZINGMAGINATION VENTURES LLC,I
X521CT,X521CT,21ST CENTURY TOYS,I
X548HS,X548HS,48 HOURS SPORTSWEAR,I
X7CFP,X7CFP,7CRESCENT FREIGHT PAKISTAN (PVT)LTDA,I
X7SSL,X7SSL,7-SEAS LOGISTICS,I
X8A-SM,X8A-SM,A-ONE SEWING MACHINE COMPANY,I
X8AAAC,X8AAAC,AMIR ASIM AND CO,I
X8AAC,X8AAC,AMIR ASIM AND CO,I
X8AAF,X8AAF,A'ALAM AL-DAWA FOR MEDE TRD & GEN AGNC,I
X8AAGT,X8AAGT,AL AQILLI GENERAL TRADING EST,I
X8AAL,X8AAL,AAFES LOGISTICS,I
X8AAPI,X8AAPI,AASHI PLASTIC INDUSTRIES,I
X8AAPP,X8AAPP,AAA PRODUCTS PVT LTD,I
X8AASP,X8AASP,ALASWAR AUTO SPARE PARTS TRADING,I
X8AAT,X8AAT,AL AMANI TRADE,I
X8AATC,X8AATC,AL AMWAJ TRADING CO,I
X8AATE,X8AATE,AARAF TRADING ESTABLISHMENT,I
X8ABA,X8ABA,ABDUL AZIZ & MOHD AL JOMAIH CO,I
X8ABAM,X8ABAM,ABDUL AZIZ M.AL-AMOUD TRADING EST,I
X8ABAS,X8ABAS,ABDUL AZIZ S AL BABTAIN & SONS CO,I
X8ABAT,X8ABAT,ABDULAZIZ ALKHAJA TEX,I
X8ABAY,X8ABAY,ABDUL AZIZ YOUSUF AL -ESSA & CO WLL,I
X8ABBH,X8ABBH,ABBAS BIN HAIDER GENERAL TRADING,I
X8ABBO,X8ABBO,ABDULLAH BIN OMAR BAABDULLAH,I
X8ABD,X8ABD,ABBAS DYEING,I
X8ABDN,X8ABDN,ABU DARI N TABBA'A TRDG CO,I
X8ABHG,X8ABHG,ABU HAMAD GEN TRDG,I
X8ABMA,X8ABMA,ABDUL MAJEED ALSYED TRAD EST,I
X8ABNT,X8ABNT,ABDULLAH NAJI TRADE,I
X8ABRA,X8ABRA,ABDUL RAHMAN ABDULLA ABBAS C,I
X8ABS,X8ABS,ABBASI STORE,I
X8ABSF,X8ABSF,ABID SILK FACTORY,I
X8ABST,X8ABST,ABU SANNAN TRADE,I
X8ABT,X8ABT,ABCO TECHNICAL,I
X8ABTC,X8ABTC,ABRAR TRADING COMPANY,I
X8ABU,X8ABU,ABU ASIA-PACIFIC ROBOT CONTEST,I
X8AC,X8AC,ACCENT,I
X8ACC,X8ACC,ACHILLES CORP,I
X8ACCM,X8ACCM,ACER COMPUTERS M E LTD,I
X8ACER,X8ACER,ACER COMMUNICATIONS & MULTIMEDIA INC,I
X8ACI,X8ACI,ACER INCORPORATED,I
X8ACIA,X8ACIA,ACERASA IMPORT AND EXPORT,I
X8ACKC,X8ACKC,ACS KOREA CO,I
X8ACL,X8ACL,ACEFIELD LIMITED,I
X8ACS,X8ACS,ACER SALES & DISTRIBUTION LTD,I
X8ACSS,X8ACSS,ACC STRAP SHOP,I
X8ACTC,X8ACTC,ACTY TRADING CO LTD,I
X8ACTY,X8ACTY,ACTY AUTO TRADING,I
X8ADB,X8ADB,ADEE BROTHERS,I
X8ADD,X8ADD,"ADAIR DUTT & CO. (INDIA) LTD.,",I
X8ADEL,X8ADEL,ADRENA'S ELEGANCE LTD.,I
X8ADIP,X8ADIP,AD INDUSTRIES PTE LTD,I
X8ADKC,X8ADKC,ADGER KOGYO CO LTD,I
X8ADMC,X8ADMC,ADVANCE METAL CO INC,I
X8ADOS,X8ADOS,ADMIRAL OVERSEAS SHIPPING CORP.,I
X8ADPL,X8ADPL,"ADEEL PHARMACEUTICALS LINK,",I
X8ADSP,X8ADSP,ADVANCED SPARE PARTS TRADING,I
X8ADTS,X8ADTS,ADVANCE TECHNICAL SYSTEM,I
X8AEA,X8AEA,A E ALNOOH AND SONS CO WLL,I
